Titre;Auteur;Editeur;Date;EAN;Specialite;Theme;Qte;Prix U (TTC) arrondi;image
Coût global des bâtiments et des projets d'amenagement : mode d'emploi;Charlot-Valdieu, Catherine;Monit;26/12/2017;9782281117370;Sciences de l'ingenieur;Travaux generaux;5;6358;https://milalgerie.com/images/9782281117370.jpg 
ETUDE ET DIMENSIONNEMENT D UNE PLATEFORME DU PAIEMENT NFC;COLLECTIF;UNIV OPEENNE;27/12/2017;9783838186245;Sciences de l'ingenieur;Sciences de l'ingenieur;5;9064;https://milalgerie.com/images/9783838186245.jpg 
REFORMULATION DE REQUETES;MATAOUI-M;UNIV OPEENNE;28/12/2017;9786131563188;Sciences de l'ingenieur;Sciences de l'ingenieur;5;11789;https://milalgerie.com/images/9786131563188.jpg 
Tolerances dimensionnelles dans la construction : execution des ouvrages, produits et composants;Couasnet, Yves (1951-,,,,);Monit;29/12/2017;9782281119510;Sciences de l'ingenieur;Travaux generaux;5;6903;https://milalgerie.com/images/9782281119510.jpg 
UX design & ergonomie des interfaces;Nogier, Jean-François;Dunod;30/12/2017;9782100754618;Sciences de l'ingenieur;Reseaux de communication;5;6358;https://milalgerie.com/images/9782100754618.jpg 
Technologie des installations frigorifiques;Rapin, Pierre (1923-2000);Dunod;31/12/2017;9782100721337;Sciences de l'ingenieur;Sciences de l'ingenieur;5;16712;https://milalgerie.com/images/9782100721337.jpg 
ETUDE, REALISATION ET CALIBRAGE D UNE CAMERA OMNIDIRECTIONNELLE;AMARA-F;UNIV OPEENNE;01/01/2018;9783841748232;Sciences de l'ingenieur;Sciences de l'ingenieur;5;6521;https://milalgerie.com/images/9783841748232.jpg 
Preservation du bois dans les bâtiments : choix des essences, dispositions constructives, entretien, traitements preventifs et curatifs;Pascal, Laetitia;Monit;02/01/2018;9782281119930;Sciences de l'ingenieur;Materiaux;5;5268;https://milalgerie.com/images/9782281119930.jpg 
Techniques de prise de son;Caplain, Robert;Dunod;03/01/2018;9782100759897;Sciences de l'ingenieur;Techniques du son et de l'image;5;4705;https://milalgerie.com/images/9782100759897.jpg 
LA TENSION INTERNE A LA COHESION INFORMATIONNELLE;CHAUMETTE-Y;UNIV OPEENNE;04/01/2018;9783841662422;Sciences de l'ingenieur;Sciences de l'ingenieur;5;12334;https://milalgerie.com/images/9783841662422.jpg 
SYSTEME DE RECONNAISSANCE D ECRITURE MANUSCRITE;COLLECTIF;UNIV OPEENNE;05/01/2018;9783841744333;Sciences de l'ingenieur;Sciences de l'ingenieur;5;11789;https://milalgerie.com/images/9783841744333.jpg 
Le cours de physique de Feynman, Vol, 3, Electromagnetisme, Vol, 1;Feynman, Richard Phillips (1918-1988);Dunod;06/01/2018;9782100726295;Sciences de l'ingenieur;Electricite et electronique;5;7629;https://milalgerie.com/images/9782100726295.jpg 
LA LOGIQUE DE CONCEPTION DES SCENARIOS D APPRENTISSAGE;COLLECTIF;UNIV OPEENNE;07/01/2018;9783841671233;Sciences de l'ingenieur;Sciences de l'ingenieur;5;6521;https://milalgerie.com/images/9783841671233.jpg 
 UN MODELE POSSIBILISTE POUR LA RECHERCHE D'INFORMATION XML;XXX;UNIV OPEENNE;08/01/2018;9783841673183;Sciences de l'ingenieur;Sciences de l'ingenieur;5;11789;https://milalgerie.com/images/9783841673183.jpg 
EXPLORATION DES MODELES GRAPHIQUES DANS LA RECHERCHE D INFORMATIONS;YAZID-H;UNIV OPEENNE;09/01/2018;9783841745118;Sciences de l'ingenieur;Sciences de l'ingenieur;5;11789;https://milalgerie.com/images/9783841745118.jpg 
MAGNETO-CONVECTION DOUBLE DIFFUSIVE;MAATKI-C;UNIV OPEENNE;10/01/2018;9783841749475;Sciences de l'ingenieur;Sciences de l'ingenieur;5;11789;https://milalgerie.com/images/9783841749475.jpg 
CONTRIBUTION A L'APPLICATION EN TEINTURE DE L'INDICAXANTHINE;GUESMI-A;UNIV OPEENNE;11/01/2018;9783841668059;Sciences de l'ingenieur;Sciences de l'ingenieur;5;6521;https://milalgerie.com/images/9783841668059.jpg 
Le ravalement des façades : pathologies, mise en oeuvre, projet, reglementation;Virolleaud, François;Monit;12/01/2018;9782281115260;Sciences de l'ingenieur;Travaux generaux;5;9991;https://milalgerie.com/images/9782281115260.jpg 
La vap;Guillemin, Amedee (1826-1893);Decoopman;13/01/2018;9782369650133;Sciences de l'ingenieur;Machines et technologies associees;5;3451;https://milalgerie.com/images/9782369650133.jpg 
CONTRIBUTION A LA CLASSIFICATION DES BDRF;COLLECTIF;UNIV OPEENNE;14/01/2018;9783841666802;Sciences de l'ingenieur;Sciences de l'ingenieur;5;7248;https://milalgerie.com/images/9783841666802.jpg 
Details de maisons e petit budget;Mira Vázquez, Óscar;Monit;15/01/2018;9782281119480;Sciences de l'ingenieur;Architecture domestique, habitations;5;7266;https://milalgerie.com/images/9782281119480.jpg 
WADE : AMELIORATION DES MECANISMES DE TOLERANCES AUX FAUTES;HESSOU-X;UNIV OPEENNE;16/01/2018;9783841661371;Sciences de l'ingenieur;Sciences de l'ingenieur;5;10154;https://milalgerie.com/images/9783841661371.jpg 
LA DHFR R67: UNE CIBLE D ANTIBIOTIQUES ET BIOCATALYS POTENTIEL;KADNIKOVA-N;UNIV OPEENNE;17/01/2018;9786131594106;Sciences de l'ingenieur;Sciences de l'ingenieur;5;10154;https://milalgerie.com/images/9786131594106.jpg 
UN PROTOCOLE DE DIFFUSION DES MESSAGES DANS LES RESEAUX VEHICULAIRES;AHIZOUNE-A;UNIV OPEENNE;18/01/2018;9783841749086;Sciences de l'ingenieur;Sciences de l'ingenieur;5;9064;https://milalgerie.com/images/9783841749086.jpg 
CONSTRUCTION D ONTOLOGIES EN ARABE;ZAIDI-S;UNIV OPEENNE;19/01/2018;9783841746078;Sciences de l'ingenieur;Sciences de l'ingenieur;5;8156;https://milalgerie.com/images/9783841746078.jpg 
 FAISABILITE TECHNICO-ECONOMIQUE D'ARROSAGE DES GOLFS PAR 2 VARIANTES;COLLECTIF;UNIV OPEENNE;20/01/2018;9783841668325;Sciences de l'ingenieur;Sciences de l'ingenieur;5;10154;https://milalgerie.com/images/9783841668325.jpg 
MANUEL DE DATAVISUALISATION - METHODES - CAS PRATIQUES;LAGNEL JEAN-MARIE;DUNOD;21/01/2018;9782100738816;Sciences de l'ingenieur;Reseaux de communication;5;4360;https://milalgerie.com/images/9782100738816.jpg 
La RT 2012 en pratique : obligations, points cles, mise en oeuvre, solutions techniques, responsabilites;Sesolis, Bernard;Monit;22/01/2018;9782281119909;Sciences de l'ingenieur;Technologies environnementales;5;5268;https://milalgerie.com/images/9782281119909.jpg 
Traitement des signaux et acquisition de donnees : cours et exercices corriges : IUT, Licence 3, master, ecoles d'ingenis;Cottet, Francis;Dunod;23/01/2018;9782100727544;Sciences de l'ingenieur;Telecommunications;5;6358;https://milalgerie.com/images/9782100727544.jpg 
Hydraulique industrielle;Roldan Viloria, Jose;Dunod;24/01/2018;9782100776481;Sciences de l'ingenieur;Energie hydraulique;5;6721;https://milalgerie.com/images/9782100776481.jpg 
Le cours de physique de Feynman, Vol, 3, Electromagnetisme, Vol, 1;Feynman, Richard Phillips (1918-1988);Dunod;25/01/2018;9782100778843;Sciences de l'ingenieur;Electricite et electronique;5;7629;https://milalgerie.com/images/9782100778843.jpg 
Observation des surfaces continentales par teledetection optique : techniques et methodes;Collectif;Iste editions;26/01/2018;9781784051563;Sciences de l'ingenieur;Genie optique;5;6132;https://milalgerie.com/images/9781784051563.jpg 
Contraintes de conception des dispositifs NFC;Paret, Dominique (1945-,,,,);Iste editions;27/01/2018;9781784051068;Sciences de l'ingenieur;Telecommunications;5;6132;https://milalgerie.com/images/9781784051068.jpg 
Gestion des risques des dispositifs medicaux : guide pratique (français-anglais);Centre technique des industries mecaniques (France);CETIM;28/01/2018;9782368940501;Sciences de l'ingenieur;Instruments de precision;5;9082;https://milalgerie.com/images/9782368940501.jpg 
Les betons de granulats d'origine vegetale : application au beton de chanvre;Collectif;Lavoisier-Hermes;29/01/2018;9782746238091;Sciences de l'ingenieur;Materiaux;5;21253;https://milalgerie.com/images/9782746238091.jpg 
Theories de l'incertain et fusion de donnees multicapts;Appriou, Alain (1952-,,,,);Lavoisier-Hermes;30/01/2018;9782746231986;Sciences de l'ingenieur;Telecommunications;5;14350;https://milalgerie.com/images/9782746231986.jpg 
Emulsions alimentaires et foisonnement;Collectif;Lavoisier-Hermes;31/01/2018;9782746232037;Sciences de l'ingenieur;Techniques de conservation et de;5;22706;https://milalgerie.com/images/9782746232037.jpg 
L'evaluation de l'information : confiance et defiance;Collectif;Lavoisier-Hermes;01/02/2018;9782746239289;Sciences de l'ingenieur;Theorie de la communication et de la;5;14350;https://milalgerie.com/images/9782746239289.jpg 
Les avatars jouables des mondes numeriques : theories, terrains et temoignages de pratiques interactives;Collectif;Lavoisier-Hermes;02/02/2018;9782746232914;Sciences de l'ingenieur;Intelligence artificielle;5;17620;https://milalgerie.com/images/9782746232914.jpg 
Details et points singuliers, menuiseries : 87 fiches, 4 etapes, 128 schemas, travaux neufs : en application de la norme NF DTU 36,5 et du e-Cahiers CSTB n°3709-V2;Centre scientifique et technique du bâtiment (France);Centre scientifique et technique du bâtiment;03/02/2018;9782868916235;Sciences de l'ingenieur;Gros œuvre, second œuvre et equipement;5;7266;https://milalgerie.com/images/9782868916235.jpg 
Campus - Aide-memoire Metallurgie - 3e ed,: Metaux et alliages, comportements mecan, trait, Thermiques;Guy Murry (Author), Robert Levêque ;DUNOD ;04/02/2018; 978-2100800339;Sciences de l'ingenieur;Techniques et Metiers;5;7084;https://milalgerie.com/images/ 978-2100800339.jpg 
Concrete Mix Design, Quality Control and Specification; Ken W, Day; Taylor & Francis Ltd;05/02/2018;9780415393133;Sciences de l'ingenieur;Travaux generaux;5;32915;https://milalgerie.com/images/9780415393133.jpg 
Series de Fourier et ondelettes;Kahane, Jean-Pierre (1926-2017);Cassini;06/02/2018;9782842251611;Sciences Exactes,;Analyse mathematique;5;8719;https://milalgerie.com/images/9782842251611.jpg 
Physique;Hecht, Eugene (1931-,,,,);De Boeck;07/02/2018;9782744500183;Sciences Exactes,;Physique-Chimie;5;16348;https://milalgerie.com/images/9782744500183.jpg 
Chimie, un accompagnement au quotidien : PCSI option PC et PSI, MPSI 1e annee : tout-en-un, cours, exercices corriges;Collectif;De Boeck superi;08/02/2018;9782804188115;Sciences Exactes,;Physique-Chimie;5;9991;https://milalgerie.com/images/9782804188115.jpg 
Relativite generale;Moore, Thomas A,;De Boeck superi;09/02/2018;9782804184704;Sciences Exactes,;Physique-Chimie;5;6993;https://milalgerie.com/images/9782804184704.jpg 
WordPress, Joomla, Drupal : comprendre avant de s'engager : guide pratique des trois CMS les plus utilises;Simonet, Frederic;De Boeck superi;10/02/2018;9782807302136;Sciences Exactes,;Conception et developpement multimedia et Web;5;5813;https://milalgerie.com/images/9782807302136.jpg 
Mathematiques de gestion IUT et BTS : statistiques, probabilites et mathematiques financieres : cours et exercices corriges;Hasquenoph, Jean-Marie;Ellipses;11/02/2018;9782340013339;Sciences Exactes,;Mathematiques;5;5086;https://milalgerie.com/images/9782340013339.jpg 
Maths MPSI;Damin, Walter;Ellipses;12/02/2018;9782340019263;Sciences Exactes,;Mathematiques;5;8537;https://milalgerie.com/images/9782340019263.jpg 
Physique PC-PC*;Collectif;Ellipses;13/02/2018;9782340016958;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782340016958.jpg 
Physique PT-PT*;Collectif;Ellipses;14/02/2018;9782340016972;Sciences Exactes,;Physique-Chimie;5;7993;https://milalgerie.com/images/9782340016972.jpg 
La chimie de l'UE1;Gaucher, Anne;Ellipses;15/02/2018;9782729864262;Sciences Exactes,;Physique-Chimie;5;3597;https://milalgerie.com/images/9782729864262.jpg 
Maths spe MP, PC, PSI, PT : 12 fiches techniques et exercices de base;Dupuy-Touzet, Sophie;Ellipses;16/02/2018;9782340024137;Sciences Exactes,;Mathematiques;5;4360;https://milalgerie.com/images/9782340024137.jpg 
Maths PT, PT*;Goumi, Michel;Ellipses;17/02/2018;9782340018686;Sciences Exactes,;Mathematiques;5;7993;https://milalgerie.com/images/9782340018686.jpg 
Maths PTSI;Damin, Walter;Ellipses;18/02/2018;9782340018693;Sciences Exactes,;Mathematiques;5;8537;https://milalgerie.com/images/9782340018693.jpg 
Systemes, architectures, integration : pratique de l'integration des systemes et des logiciels avec SysML;Pollet, Yann;Ellipses;19/02/2018;9782340014862;Sciences Exactes,;Informatique, TIC;5;7448;https://milalgerie.com/images/9782340014862.jpg 
Les mathematiques en BTS industriels : BTS groupement A;Taquet, Patrick;Ellipses;20/02/2018;9782340014893;Sciences Exactes,;Mathematiques;5;4723;https://milalgerie.com/images/9782340014893.jpg 
La rotation dans l'Univers, du gyrocompas aux galaxies, d'Euler e Chandrasekhar : cours, exercices et problemes corriges : licence de physique L3, Capes, agregation;Pascoli, Gianni;Ellipses;21/02/2018;9782340010086;Sciences Exactes,;Mecanique;5;7084;https://milalgerie.com/images/9782340010086.jpg 
Maths PC, PC*;Collectif;Ellipses;22/02/2018;9782340018662;Sciences Exactes,;Mathematiques;5;7993;https://milalgerie.com/images/9782340018662.jpg 
Maths PCSI;Damin, Walter;Ellipses;23/02/2018;9782340019270;Sciences Exactes,;Mathematiques;5;7993;https://milalgerie.com/images/9782340019270.jpg 
Epreuve orale de chimie : Capes, agregation physique chimie;Porteu-de Buchere, Florence;Dunod;24/02/2018;9782100759613;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100759613.jpg 
Chimie tout-en-un, PCSI;Fosset, Bruno;Dunod;25/02/2018;9782100783762;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100783762.jpg 
Chimie organique : tout le cours en fiches;Collectif;Dunod;26/02/2018;9782100754212;Sciences Exactes,;Physique-Chimie;5;6721;https://milalgerie.com/images/9782100754212.jpg 
Manuel de design graphique : connaitre les regles du graphisme et l'art de les detourner;Samara, Timothy;Dunod;27/02/2018;9782100711376;Sciences Exactes,;Graphisme et art publicitaire;5;5431;https://milalgerie.com/images/9782100711376.jpg 
Chimie generale : tout le cours en fiches : licence, PACES, Capes;Collectif;Dunod;28/02/2018;9782100745685;Sciences Exactes,;Physique-Chimie;5;4723;https://milalgerie.com/images/9782100745685.jpg 
50 cles pour comprendre les grandes idees de la science;Parsons, Paul (1971-,,,,);Dunod;01/03/2018;9782100760398;Sciences Exactes,;Sciences;5;2888;https://milalgerie.com/images/9782100760398.jpg 
Toute la PCSI en fiches : maths, physique, chimie;Fredon, Daniel (1944-,,,,);Dunod;02/03/2018;9782100738960;Sciences Exactes,;Physique-Chimie;5;2725;https://milalgerie.com/images/9782100738960.jpg 
Le cours de physique de Feynman, Vol, 3, Electromagnetisme, Vol, 1;Feynman, Richard Phillips (1918-1988);Dunod;03/03/2018;9782100738267;Sciences Exactes,;Electricite et electronique;5;6176;https://milalgerie.com/images/9782100738267.jpg 
Physique tout-en-un MPSI-PTSI;Cardini, Stephane;Dunod;04/03/2018;9782100757060;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100757060.jpg 
Chimie tout-en-un MPSI-PTSI;Fosset, Bruno;Dunod;05/03/2018;9782100757053;Sciences Exactes,;Physique-Chimie;5;3996;https://milalgerie.com/images/9782100757053.jpg 
Chimie tout-en-un PC, PC*;Fosset, Bruno;Dunod;06/03/2018;9782100766314;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100766314.jpg 
Maths : 1,350 cm3 d'exercices corriges pour la licence 1;Collectif;Dunod;07/03/2018;9782100790982;Sciences Exactes,;Mathematiques;5;3615;https://milalgerie.com/images/9782100790982.jpg 
Maths PCSI, PTSI : tout-en-un;Collectif;Dunod;08/03/2018;9782100776603;Sciences Exactes,;Mathematiques;5;8901;https://milalgerie.com/images/9782100776603.jpg 
Mathematiques : exercices incontournables PCSI-PTSI;Collectif;Dunod;09/03/2018;9782100751860;Sciences Exactes,;Mathematiques;5;2180;https://milalgerie.com/images/9782100751860.jpg 
Physique tout-en-un, PSI-PSI* : conforme au nouveau programme;Collectif;Dunod;10/03/2018;9782100720057;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100720057.jpg 
Optique, fondements et applications : avec 250 exercices et problemes resolus : licence, classes preparatoires, Capes-agregation;Perez, Jose-Philippe (1942-,,,,);Dunod;11/03/2018;9782100772971;Sciences Exactes,;Lumiere et propagations (optique);5;10172;https://milalgerie.com/images/9782100772971.jpg 
Toute la MP en fiches, maths, physique, chimie;Fredon, Daniel (1944-,,,,);Dunod;12/03/2018;9782100748778;Sciences Exactes,;Mathematiques;5;4523;https://milalgerie.com/images/9782100748778.jpg 
Exercices et problemes de cryptographie : L3, masters, ecoles d'ingenis;Vergnaud, Damien (1978-,,,,);Dunod;13/03/2018;9782100784615;Sciences Exactes,;Informatique, TIC;5;6176;https://milalgerie.com/images/9782100784615.jpg 
Physique tout-en-un MPSI-PTSI;Cardini, Stephane;Dunod;14/03/2018;9782100752140;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100752140.jpg 
Reussir les TP de physique aux concours : classes prepas : travaux pratiques;Sallen, Laurent;Dunod;15/03/2018;9782100790401;Sciences Exactes,;Physique-Chimie;5;4160;https://milalgerie.com/images/9782100790401.jpg 
Chimie PCSI;Barilero, Thomas;Dunod;16/03/2018;9782100749065;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100749065.jpg 
Chimie tout-en-un, PCSI;Fosset, Bruno;Dunod;17/03/2018;9782100749201;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100749201.jpg 
Outils mathematiques pour physiciens et ingenis : rappels de cours et exercices corriges : licence, IUT;Poitevin, Jean-Marc;Dunod;18/03/2018;9782100763375;Sciences Exactes,;Mathematiques;5;2361;https://milalgerie.com/images/9782100763375.jpg 
Analyses factorielles simples et multiples : cours et etudes de cas;Escoffier, Brigitte (1941-1994);Dunod;19/03/2018;9782100741441;Sciences Exactes,;Mathematiques;5;6721;https://milalgerie.com/images/9782100741441.jpg 
Reussir les TP de physique aux concours;Sallen, Laurent;Dunod;20/03/2018;9782100746767;Sciences Exactes,;Physique-Chimie;5;4160;https://milalgerie.com/images/9782100746767.jpg 
Experiences de physique : electricite, electromagnetisme, electronique, transferts thermiques : Capes, CAPLP, agregation;Bellier, Jean-Paul;Dunod;21/03/2018;9782100759576;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100759576.jpg 
Physique chimie BCPST 1re annee;Bresson, Nathalie (19,,-,,,,);Dunod;22/03/2018;9782100749270;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100749270.jpg 
Analyse fonctionnelle : theorie et applications;Brezis, Haim (1944-,,,,);Dunod;23/03/2018;9782100493364;Sciences Exactes,;Analyse mathematique;5;5177;https://milalgerie.com/images/9782100493364.jpg 
Mathematiques financieres : en 22 fiches;Boissonnade, Marie;Dunod;24/03/2018;9782100745630;Sciences Exactes,;Banques, Finance, monnaie;5;2707;https://milalgerie.com/images/9782100745630.jpg 
Pratique des tests logiciels : concevoir et mettre en oeuvre une strategie de tests, preparer la certification ISTQB;Pradat-Peyre, Jean-François;Dunod;25/03/2018;9782100706082;Sciences Exactes,;Programmation;5;5359;https://milalgerie.com/images/9782100706082.jpg 
50 cles pour comprendre la physique;Baker, Joanne;Dunod;26/03/2018;9782100760831;Sciences Exactes,;Physique;5;2888;https://milalgerie.com/images/9782100760831.jpg 
Chimie des solutions : cours, exercices corriges, exemples d'applications : licence, prepas, Capes;Mathe, Stephane;Dunod;27/03/2018;9782100776702;Sciences Exactes,;Physique-Chimie;5;3270;https://milalgerie.com/images/9782100776702.jpg 
Epreuve orale d'exemples et d'exercices : agregation interne de maths : agregation interne-CAERPA mathematiques;Ketrane, Hassina;Dunod;28/03/2018;9782100750290;Sciences Exactes,;Mathematiques;5;5268;https://milalgerie.com/images/9782100750290.jpg 
Mathematiques tout-en-un MPSI;Collectif;Dunod;29/03/2018;9782100726592;Sciences Exactes,;Mathematiques;5;8901;https://milalgerie.com/images/9782100726592.jpg 
Methodes d'enquêtes et sondages : pratiques opeenne et nord-americaine : cours et cas pratiques, master, ecoles d'ingenis;Collectif;Dunod;30/03/2018;9782100500475;Sciences Exactes,;Probabilites et statistiques;5;8719;https://milalgerie.com/images/9782100500475.jpg 
Toute la PSI en fiches : maths, physique, chimie;Fredon, Daniel (1944-,,,,);Dunod;31/03/2018;9782100748792;Sciences Exactes,;Physique-Chimie;5;4523;https://milalgerie.com/images/9782100748792.jpg 
Physique tout-en-un, PSI-PSI*;Collectif;Dunod;01/04/2018;9782100769797;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100769797.jpg 
Physique PCSI;Collectif;Dunod;02/04/2018;9782100772995;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100772995.jpg 
Travaux pratiques avec PowerPoint : toutes versions 2007 e 2016 et Office 365 : creer et mettre en page des diapositives, inserer et manipuler des objets, derouler la presentation,,,;Eberhardt, Christine;Dunod;03/04/2018;9782100776672;Sciences Exactes,;Applications;5;3615;https://milalgerie.com/images/9782100776672.jpg 
Physique chimie : ergotherapeute, manipulat radio, audioprothesiste, orthoptiste, technicien d'analyses medicales;Weber, Germain;Dunod;04/04/2018;9782100784301;Sciences Exactes,;Concours soins infirmiers et paramedicaux;5;3796;https://milalgerie.com/images/9782100784301.jpg 
Mathematiques, methodes et exercices PC-PSI-PT;Monier, Jean-Marie;Dunod;05/04/2018;9782100749102;Sciences Exactes,;Mathematiques;5;5431;https://milalgerie.com/images/9782100749102.jpg 
50 cles pour comprendre les maths;Crilly, A,J,;Dunod;06/04/2018;9782100762033;Sciences Exactes,;Mathematiques;5;2888;https://milalgerie.com/images/9782100762033.jpg 
Maths PTSI;Gugger, Sylvain;Dunod;07/04/2018;9782100749126;Sciences Exactes,;Mathematiques;5;5268;https://milalgerie.com/images/9782100749126.jpg 
Physique : exercices incontournables PC, PC*;By, Jean-Noël;Dunod;08/04/2018;9782100764891;Sciences Exactes,;Physique-Chimie;5;2389;https://milalgerie.com/images/9782100764891.jpg 
Mathematiques : methodes et exercices BCPST 1re annee;Begyn, Arnaud;Dunod;09/04/2018;9782100726578;Sciences Exactes,;Mathematiques;5;4523;https://milalgerie.com/images/9782100726578.jpg 
Maths : 1,350 cm3 d'exercices corriges pour la licence 1;Collectif;Dunod;10/04/2018;9782100777129;Sciences Exactes,;Mathematiques;5;4523;https://milalgerie.com/images/9782100777129.jpg 
Bases de mathematiques pour la geologie et la geographie : cours et exercices corriges;Flant, Sandrine;Dunod;11/04/2018;9782100738915;Sciences Exactes,;Sciences de la terre et de l'univers;5;4541;https://milalgerie.com/images/9782100738915.jpg 
Physique tout-en-un PCSI;Cardini, Stephane;Dunod;12/04/2018;9782100749898;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100749898.jpg 
La vie secrete des atomes : les mysteres des 118 elements qui constituent la matiere;Still, Ben;Dunod;13/04/2018;9782100747573;Sciences Exactes,;Physique de la matiere;5;3615;https://milalgerie.com/images/9782100747573.jpg 
Le cours de mathematiques, Vol, 3, Topologie et elements d'analyse;Ramis, Edmond (1918-1996);Dunod;14/04/2018;9782100767656;Sciences Exactes,;Mathematiques;5;8174;https://milalgerie.com/images/9782100767656.jpg 
Maths MPSI;Gugger, Sylvain;Dunod;15/04/2018;9782100754830;Sciences Exactes,;Mathematiques;5;4178;https://milalgerie.com/images/9782100754830.jpg 
Maths PT;Gugger, Sylvain;Dunod;16/04/2018;9782100762521;Sciences Exactes,;Mathematiques;5;5268;https://milalgerie.com/images/9782100762521.jpg 
Maths MP : exercices incontournables;Collectif;Dunod;17/04/2018;9782100777853;Sciences Exactes,;Mathematiques;5;2180;https://milalgerie.com/images/9782100777853.jpg 
Maths MPSI : tout-en-un;Collectif;Dunod;18/04/2018;9782100776597;Sciences Exactes,;Mathematiques;5;8901;https://milalgerie.com/images/9782100776597.jpg 
Travaux pratiques CSS3 : maitrisez la conception de vos pages web;Lemainque, Fabrice;Dunod;19/04/2018;9782100771042;Sciences Exactes,;Conception et developpement multimedia et Web;5;3615;https://milalgerie.com/images/9782100771042.jpg 
Physique des particules : introduction aux concepts et au formalisme du modele standard;Clement, Benoit (1980-,,,,);Dunod;20/04/2018;9782100761715;Sciences Exactes,;Physique-Chimie;5;4178;https://milalgerie.com/images/9782100761715.jpg 
Traitements statistiques et programmation avec R : cours, exercices corriges, code source en ligne;Hunault, Gilles (1957-,,,,);Dunod;21/04/2018;9782100758890;Sciences Exactes,;Probabilites et statistiques;5;5086;https://milalgerie.com/images/9782100758890.jpg 
Informatique, Inf;Collectif;Dunod;22/04/2018;9782100763122;Sciences Exactes,;Informatique, TIC;5;3996;https://milalgerie.com/images/9782100763122.jpg 
Experiences de chimie : aspects pedagogiques et sequences d'enseignement : Capes, Capet, agregation physique chimie;Dunac, Flore;Dunod;23/04/2018;9782100785117;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100785117.jpg 
Le cours de mathematiques, Vol, 1, Algebre;Ramis, Edmond (1918-1996);Dunod;24/04/2018;9782100767632;Sciences Exactes,;Mathematiques;5;8174;https://milalgerie.com/images/9782100767632.jpg 
Mathematiques en physique : concepts et outils : cours et applications, plus de 300 figures;Provost, Jean-Pierre;Dunod;25/04/2018;9782100790234;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100790234.jpg 
Pratique des tests logiciels : ameliorer la qualite par les tests, preparer la certification ISTQB;Pradat-Peyre, Jean-François;Dunod;26/04/2018;9782100769919;Sciences Exactes,;Programmation;5;5359;https://milalgerie.com/images/9782100769919.jpg 
Les blockchains en 50 questions : comprendre le fonctionnement et les enjeux de cette technologie innovante;Collectif;Dunod;27/04/2018;9782100779246;Sciences Exactes,;Donnees et bases de donnees;5;3996;https://milalgerie.com/images/9782100779246.jpg 
Chimie PCSI : tout-en-un;Fosset, Bruno;Dunod;28/04/2018;9782100791460;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100791460.jpg 
Calcul scientifique parallele : cours, exercices corriges, exemples avec MPI et Open MP : Master, ecoles d'ingenis;Magoules, Frederic;Dunod;29/04/2018;9782100769292;Sciences Exactes,;Mathematiques;5;5268;https://milalgerie.com/images/9782100769292.jpg 
Mathematiques, methodes et exercices MP-MP*;Monier, Jean-Marie;Dunod;30/04/2018;9782100749072;Sciences Exactes,;Mathematiques;5;5431;https://milalgerie.com/images/9782100749072.jpg 
Physique PCSI : tout-en-un;Cardini, Stephane;Dunod;01/05/2018;9782100800209;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100800209.jpg 
Physique PTSI : tout-en-un;Cardini, Stephane;Dunod;02/05/2018;9782100796113;Sciences Exactes,;Physique-Chimie;5;8174;https://milalgerie.com/images/9782100796113.jpg 
Mathematiques : tout-en-un pour la licence 1;Collectif;Dunod;03/05/2018;9782100785353;Sciences Exactes,;Mathematiques;5;5086;https://milalgerie.com/images/9782100785353.jpg 
Chimie : Ch;Perrio, Stephane;Dunod;04/05/2018;9782100766031;Sciences Exactes,;Physique-Chimie;5;3924;https://milalgerie.com/images/9782100766031.jpg 
Maths MP;Gugger, Sylvain;Dunod;05/05/2018;9782100767182;Sciences Exactes,;Mathematiques;5;4905;https://milalgerie.com/images/9782100767182.jpg 
Maths PCSI;Gugger, Sylvain;Dunod;06/05/2018;9782100754847;Sciences Exactes,;Mathematiques;5;4959;https://milalgerie.com/images/9782100754847.jpg 
